id	word	tier	level	category	written_freq	spoken_freq	zhuyin	pinyin	definition	grammar
29012	醫生/醫師	基礎	第1級	7.身體、醫療	360.0	372.0	ㄧ ㄕㄥ / ㄧ ㄕ	yīshēng/yīshī	doctor, CL:個|个[ge4], 位[wei4], 名[ming2]	noun
29013	英文	基礎	第1級	8.教育、學習	59.0	65.0	ㄧㄥ ㄨㄣˊ	yīngwén	English (language)	noun
29014	用	基礎	第1級	核心詞	1521.0	2223.0	ㄩㄥˋ	yòng	to use, to employ, to have to, to eat or drink, expense or outlay, usefulness, hence, therefore	verb
29015	有	基礎	第1級	核心詞	8990.0	12724.0	ㄧㄡˇ	yǒu	to have, there is, (bound form) having, with, -ful, -ed, -al (as in 有意[you3 yi4] intentional)	verb
29016	元	基礎	第1級	核心詞	220.0	122.0	ㄩㄢˊ	yuán	currency unit (esp. Chinese yuan), first, original, primary, fundamental, constituent, part, era (of a reign), meta- (prefix), (math.) argument, variable, (Tw) (geology) eon	classifier
29017	月	基礎	第1級	核心詞	463.0	737.0	ㄩㄝˋ	yuè	moon, month, monthly, CL:個|个[ge4], 輪|轮[lun2]	time
29018	再見	基礎	第1級	核心詞	19.0	27.0	ㄗㄞˋ ㄐㄧㄢˋ	zàijiàn	goodbye, see you again later	interjection
29019	早	基礎	第1級	核心詞	248.0	240.0	ㄗㄠˇ	zǎo	early, morning, Good morning!, long ago, prematurely	adjective
29020	早安	基礎	第1級	核心詞	6.0	4.0	ㄗㄠˇ ㄢ	zǎoān	Good morning!	adjective
29021	早上	基礎	第1級	核心詞	103.0	130.0	ㄗㄠˇ ㄕㄤˋ	zǎoshàng	early morning, CL:個|个[ge4]	time
29022	怎麼	基礎	第1級	核心詞	570.0	1269.0	ㄗㄣˇ ˙ㄇㄜ	zěnme	how?, what?, why?	adverb
29023	找	基礎	第1級	核心詞	489.0	477.0	ㄓㄠˇ	zhǎo	to try to find, to look for, to call on sb, to find, to seek, to return, to give change	verb
29024	這/這裡/這裏/這兒	基礎	第1級	核心詞	8975.0	15872.0	ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ	zhè/zhèlǐ/zhèr	(pronoun) this, these, (bound form) this, the (followed by a noun), (bound form) this, these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)	pronoun
29025	知道	基礎	第1級	核心詞	1488.0	1666.0	ㄓ ㄉㄠˋ	zhīdào	to know, to become aware of, also pr. [zhi1 dao5]	verb
29026	中文	基礎	第1級	核心詞	36.0	38.0	ㄓㄨㄥ ㄨㄣˊ	zhōngwén	Chinese language	noun
29027	中午	基礎	第1級	核心詞	30.0	41.0	ㄓㄨㄥ ㄨˇ	zhōngwǔ	noon, midday, CL:個|个[ge4]	time
29028	字	基礎	第1級	核心詞	284.0	171.0	ㄗˋ	zì	letter, symbol, character, word, CL:個|个[ge4], courtesy or style name traditionally given to males aged 20 in dynastic China	noun
29029	走	基礎	第1級	核心詞	545.0	643.0	ㄗㄡˇ	zǒu	to walk, to go, to run, to move (of vehicle), to visit, to leave, to go away, to die (euph.), from, through, away (in compound verbs, such as 撤走[che4 zou3]), to change (shape, form, meaning)	verb
29030	做	基礎	第1級	核心詞	1808.0	3593.0	ㄗㄨㄛˋ	zuò	to make, to produce, to write, to compose, to do, to engage in, to hold (a party etc), (of a person) to be (an intermediary, a good student etc), to become (husband and wife, friends etc), (of a thing) to serve as, to be used for, to assume (an air or manner)	verb
29031	坐	基礎	第1級	核心詞	406.0	240.0	ㄗㄨㄛˋ	zuò	to sit, to take a seat, to take (a bus, airplane etc), to bear fruit, variant of 座[zuo4]	verb
29032	昨天	基礎	第1級	核心詞	53.0	84.0	ㄗㄨㄛˊ ㄊㄧㄢ	zuótiān	yesterday	time
29033	矮	基礎	第1*級	核心詞	29.0	13.0	ㄞˇ	ǎi	low, short (in length)	adjective
29034	白	基礎	第1*級	核心詞	208.0	167.0	ㄅㄞˊ	bái	white, snowy, pure, bright, empty, blank, plain, clear, to make clear, in vain, gratuitous, free of charge, reactionary, anti-communist, funeral, to stare coldly, to write wrong character, to state, to explain, vernacular, spoken lines in opera	noun
29035	飽	基礎	第1*級	核心詞	17.0	38.0	ㄅㄠˇ	bǎo	to eat till full, satisfied	verb
29036	包子	基礎	第1*級	10.餐飲、烹飪	4.0	2.0	ㄅㄠ ˙ㄗ	bāozi	bao (steamed stuffed bun), CL:個|个[ge4]	noun
29037	杯子/杯	基礎	第1*級	核心詞	108.0	118.0	ㄅㄟ ˙ㄗ / ㄅㄟ	bēizi/bēi	cup, glass, CL:個|个[ge4], 隻|只[zhi1]	classifier
29038	鼻子/鼻	基礎	第1*級	核心詞	69.0	31.0	ㄅㄧˊ ˙ㄗ / ㄅㄧˊ	bízi/bí	nose, CL:個|个[ge4], 隻|只[zhi1]	noun
29039	筆	基礎	第1*級	核心詞	123.0	82.0	ㄅㄧˇ	bǐ	pen, pencil, writing brush, to write or compose, the strokes of Chinese characters, classifier for sums of money, deals, CL:支[zhi1], 枝[zhi1]	noun
29040	比	基礎	第1*級	核心詞	728.0	555.0	ㄅㄧˇ	bǐ	to compare, (followed by a noun and adjective) more {adj.} than {noun}, ratio, to gesture, (Taiwan pr. [bi4] in some compounds derived from Classical Chinese)	preposition
29041	邊	基礎	第1*級	核心詞	515.0	454.0	ㄅㄧㄢ	biān	side, edge, margin, border, boundary, CL:個|个[ge4], simultaneously, suffix of a noun of locality	noun
29042	別	基礎	第1*級	核心詞	306.0	142.0	ㄅㄧㄝˊ	bié	to leave, to part (from), (literary) to differentiate, to distinguish, (bound form) other, another, different, don't ...!, to fasten with a pin or clip, to stick in, to insert (in order to hinder movement), (noun suffix) category (e.g. 性別|性别[xing4 bie2], 派別|派别[pai4 bie2])	verb
29043	冰	基礎	第1*級	10.餐飲、烹飪	31.0	105.0	ㄅㄧㄥ	bīng	ice, CL:塊|块[kuai4], to chill sth, (of an object or substance) to feel cold, (of a person) cold, unfriendly, (slang) methamphetamine	noun
29044	病	基礎	第1*級	7.身體、醫療	131.0	149.0	ㄅㄧㄥˋ	bìng	illness, CL:場|场[chang2], disease, to fall ill, defect	noun
29045	不錯	基礎	第1*級	核心詞	97.0	204.0	ㄅㄨˊ ㄘㄨㄛˋ	búcuò	correct, right, not bad, pretty good	adjective
29046	菜	基礎	第1*級	10.餐飲、烹飪	79.0	350.0	ㄘㄞˋ	cài	vegetable, greens (CL:棵[ke1]), dish (of food) (CL:樣|样[yang4], 道[dao4], 盤|盘[pan2]), (of one's skills etc) weak, poor, (coll.) (one's) type	noun
29047	餐廳	基礎	第1*級	10.餐飲、烹飪	54.0	79.0	ㄘㄢ ㄊㄧㄥ	cāntīng	dining hall, dining room, restaurant, CL:間|间[jian1], 家[jia1]	noun
29048	長	基礎	第1*級	核心詞	434.0	469.0	ㄔㄤˊ	cháng	length, long, forever, always, constantly	noun
29049	唱	基礎	第1*級	核心詞	89.0	78.0	ㄔㄤˋ	chàng	to sing, to call loudly, to chant	verb
29050	唱歌	基礎	第1*級	4.休閒、娛樂	29.0	35.0	ㄔㄤˋ ㄍㄜ	chànggē	to sing a song	verb
29051	常常/常	基礎	第1*級	核心詞	507.0	691.0	ㄔㄤˊ ㄔㄤˊ / ㄔㄤˊ	chángcháng/cháng	frequently, often	adverb
29052	出	基礎	第1*級	核心詞	350.0	216.0	ㄔㄨ	chū	to go out, to come out, to occur, to produce, to go beyond, to rise, to put forth, to happen, (used after a verb to indicate an outward direction or a positive result), classifier for dramas, plays, operas etc	verb
29053	穿	基礎	第1*級	2.日常起居	189.0	193.0	ㄔㄨㄢ	chuān	to wear, to put on, to dress, to bore through, to pierce, to perforate, to penetrate, to pass through, to thread	verb
29054	床	基礎	第1*級	核心詞	122.0	53.0	ㄔㄨㄤˊ	chuáng	bed, couch, classifier for beds, CL:張|张[zhang1]	noun
29055	從	基礎	第1*級	核心詞	1948.0	1910.0	ㄘㄨㄥˊ	cóng	from, through, via, to follow, to obey, to engage in (an activity), never (in negative sentence), (Taiwan pr. [zong4]) retainer, assistant, auxiliary, subordinate, related by common paternal grandfather or earlier ancestor	preposition
29056	錯	基礎	第1*級	核心詞	195.0	341.0	ㄘㄨㄛˋ	cuò	mistake, wrong, bad, interlocking, complex, to grind, to polish, to alternate, to stagger, to miss, to let slip, to evade, to inlay with gold or silver	noun
29057	蛋	基礎	第1*級	10.餐飲、烹飪	41.0	51.0	ㄉㄢˋ	dàn	egg, CL:個|个[ge4], 打[da2], oval-shaped thing	noun
29058	得	基礎	第1*級	核心詞	2471.0	1542.0	˙ㄉㄜ	de	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc	particle
29060	等	基礎	第1*級	核心詞	1163.0	650.0	ㄉㄥˇ	děng	to wait for, to await, by the time, when, till, and so on, etc., et al., (bound form) class, rank, grade, (bound form) equal to, same as, (used to end an enumeration), (literary) (plural suffix attached to a personal pronoun or noun)	verb
29061	低	基礎	第1*級	核心詞	122.0	169.0	ㄉㄧ	dī	low, beneath, to lower (one's head), to let droop, to hang down, to incline	adjective
29062	地方	基礎	第1*級	核心詞	563.0	1183.0	ㄉㄧˋ ㄈㄤ	dìfāng	region, regional (away from the central administration), local, area, place, space, room, territory, CL:處|处[chu4], 個|个[ge4], 塊|块[kuai4]	noun
29063	店	基礎	第1*級	核心詞	73.0	56.0	ㄉㄧㄢˋ	diàn	inn, old-style hotel (CL:家[jia1]), (bound form) shop, store	noun
29064	電腦	基礎	第1*級	核心詞	226.0	117.0	ㄉㄧㄢˋ ㄋㄠˇ	diànnǎo	computer, CL:臺|台[tai2]	noun
29065	電視	基礎	第1*級	2.日常起居	125.0	126.0	ㄉㄧㄢˋ ㄕˋ	diànshì	television, TV, CL:臺|台[tai2], 個|个[ge4]	noun
29066	電影	基礎	第1*級	4.休閒、娛樂	282.0	70.0	ㄉㄧㄢˋ ㄧㄥˇ	diànyǐng	movie, film, CL:部[bu4], 片[pian4], 幕[mu4], 場|场[chang3]	noun
29067	懂	基礎	第1*級	核心詞	133.0	179.0	ㄉㄨㄥˇ	dǒng	to understand, to comprehend	verb
29068	讀	基礎	第1*級	核心詞	204.0	133.0	ㄉㄨˊ	dú	to read out, to read aloud, to read, to attend (school), to study (a subject in school), to pronounce	verb
29069	短	基礎	第1*級	核心詞	82.0	75.0	ㄉㄨㄢˇ	duǎn	short, brief, to lack, weak point, fault	adjective
29070	多久	基礎	第1*級	核心詞	19.0	30.0	ㄉㄨㄛ ㄐㄧㄡˇ	duōjiǔ	(of time) how long?, (not) a long time	noun
29071	餓	基礎	第1*級	核心詞	41.0	46.0	ㄜˋ	è	to be hungry, hungry, to starve (sb)	verb
29072	耳朵	基礎	第1*級	7.身體、醫療	57.0	28.0	ㄦˇ ˙ㄉㄨㄛ	ěrduo	ear, CL:隻|只[zhi1], 個|个[ge4], 對|对[dui4], handle (on a cup)	noun
29073	飯	基礎	第1*級	核心詞	79.0	113.0	ㄈㄢˋ	fàn	cooked rice, CL:碗[wan3], meal, CL:頓|顿[dun4], (loanword) fan, devotee	noun
29074	方便	基礎	第1*級	核心詞	54.0	124.0	ㄈㄤ ㄅㄧㄢˋ	fāngbiàn	convenient, suitable, to facilitate, to make things easy, having money to spare, (euphemism) to relieve oneself	noun
29075	房間	基礎	第1*級	核心詞	172.0	48.0	ㄈㄤˊ ㄐㄧㄢ	fángjiān	room, CL:間|间[jian1], 個|个[ge4]	noun
29076	房子	基礎	第1*級	核心詞	148.0	184.0	ㄈㄤˊ ˙ㄗ	fángzi	house, building (single- or two-story), apartment, room, CL:棟|栋[dong4], 幢[zhuang4], 座[zuo4], 套[tao4], 間|间[jian1]	noun
29077	非常	基礎	第1*級	核心詞	663.0	1544.0	ㄈㄟ ㄔㄤˊ	fēicháng	very, really, unusual, extraordinary	adverb
29078	飛機	基礎	第1*級	5.交通、旅遊	79.0	65.0	ㄈㄟ ㄐㄧ	fēijī	airplane, CL:架[jia4]	noun
29079	風	基礎	第1*級	核心詞	101.0	201.0	ㄈㄥ	fēng	wind, news, style, custom, manner, CL:陣|阵[zhen4], 絲|丝[si1]	noun
29080	分鐘	基礎	第1*級	核心詞	232.0	125.0	ㄈㄣ ㄓㄨㄥ	fēnzhōng	minute	time
29081	附近	基礎	第1*級	核心詞	128.0	152.0	ㄈㄨˋ ㄐㄧㄣˋ	fùjìn	nearby, neighboring, (in the) vicinity (of), neighborhood	direction
29082	感冒	基礎	第1*級	7.身體、醫療	24.0	37.0	ㄍㄢˇ ㄇㄠˋ	gǎnmào	to catch cold, (common) cold, CL:場|场[chang2], 次[ci4], (coll.) to be interested in (often used in the negative), (Tw) to detest, can't stand	verb
29083	告訴	基礎	第1*級	核心詞	546.0	363.0	ㄍㄠˋ ㄙㄨˋ	gàosù	to press charges, to file a complaint, to tell, to inform, to let know	verb
29084	歌	基礎	第1*級	核心詞	68.0	57.0	ㄍㄜ	gē	song, CL:支[zhi1], 首[shou3], to sing	noun
29085	跟	基礎	第1*級	核心詞	1038.0	3969.0	ㄍㄣ	gēn	heel, to follow closely, to go with, (of a woman) to marry sb, with, compared with, to, towards, and (joining two nouns)	conjunction
29086	公車	基礎	第1*級	5.交通、旅遊	18.0	34.0	ㄍㄨㄥ ㄔㄜ	gōngchē	bus, abbr. for 公共汽車|公共汽车[gong1 gong4 qi4 che1], car belonging to an organization and used by its members (government car, police car, company car etc), abbr. for 公務用車|公务用车[gong1 wu4 yong4 che1]	noun
29087	公園	基礎	第1*級	2.日常起居	52.0	95.0	ㄍㄨㄥ ㄩㄢˊ	gōngyuán	park (for public recreation), CL:個|个[ge4], 座[zuo4]	noun
29088	功課	基礎	第1*級	8.教育、學習	43.0	93.0	ㄍㄨㄥ ㄎㄜˋ	gōngkè	homework, assignment, task, classwork, lesson, study, CL:門|门[men2]	noun
29089	夠	基礎	第1*級	核心詞	209.0	267.0	ㄍㄡˋ	gòu	enough (sufficient), enough (too much), (coll.) (before adj.) really, (coll.) to reach by stretching out	noun
29090	貴	基礎	第1*級	1.個人資料	57.0	96.0	ㄍㄨㄟˋ	guì	expensive, noble, precious, (honorific) your	adjective
29091	過	基礎	第1*級	核心詞	1712.0	1404.0	ㄍㄨㄛˋ	guò	to cross, to go over, to pass (time), to celebrate (a holiday), to live, to get along, excessively, too-, (experienced action marker)	particle
29092	國家	基礎	第1*級	5.交通、旅遊	363.0	694.0	ㄍㄨㄛˊ ㄐㄧㄚ	guójiā	country, nation, state, CL:個|个[ge4]	noun
29093	還	基礎	第1*級	核心詞	2505.0	3842.0	ㄏㄞˊ	hái	still, still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else	adverb
29094	還是	基礎	第1*級	核心詞	626.0	1030.0	ㄏㄞˊ ㄕˋ	háishì	still (as before), had better, unexpectedly, or	conjunction
29095	黑	基礎	第1*級	核心詞	147.0	111.0	ㄏㄟ	hēi	black, dark, sinister, secret, shady, illegal, to hide (sth) away, to vilify, (loanword) to hack (computing)	noun
29096	紅	基礎	第1*級	核心詞	137.0	139.0	ㄏㄨㄥˊ	hóng	red, popular, revolutionary, bonus	noun
29097	後年	基礎	第1*級	核心詞	1.0	0.0	ㄏㄡˋ ㄋㄧㄢˊ	hòunián	the year after next	noun
29098	後天	基礎	第1*級	核心詞	17.0	14.0	ㄏㄡˋ ㄊㄧㄢ	hòutiān	the day after tomorrow, life after birth (the period in which one develops through experiences, contrasted with 先天[xian1 tian1]), acquired (not innate or congenital), a posteriori	noun
29099	畫	基礎	第1*級	核心詞	149.0	229.0	ㄏㄨㄚˋ	huà	to draw, to paint, picture, painting (CL:幅[fu2], 張|张[zhang1]), to draw (a line) (variant of 劃|划[hua4]), stroke of a Chinese character (variant of 劃|划[hua4]), (calligraphy) horizontal stroke (variant of 劃|划[hua4])	verb
29100	花/花兒	基礎	第1*級	核心詞	336.0	417.0	ㄏㄨㄚ / ㄏㄨㄚ ㄦ	huā/huār	flower, blossom, CL:朵[duo3], 支[zhi1], 束[shu4], 把[ba3], 盆[pen2], 簇[cu4], fancy pattern, florid, to spend (money, time), (coll.) lecherous, lustful	noun
29101	會	基礎	第1*級	核心詞	4147.0	6976.0	ㄏㄨㄟˋ	huì	can, to have the skill, to know how to, to be likely to, to be sure to, to meet, to get together, meeting, gathering, (suffix) union, group, association, (bound form) a moment (Taiwan pr. [hui3])	adverb
29102	火車	基礎	第1*級	5.交通、旅遊	58.0	75.0	ㄏㄨㄛˇ ㄔㄜ	huǒchē	train, CL:列[lie4], 節|节[jie2], 班[ban1], 趟[tang4]	noun
29103	雞	基礎	第1*級	1.個人資料	69.0	61.0	ㄐㄧ	jī	fowl, chicken, CL:隻|只[zhi1], (slang) prostitute	noun
29104	計程車	基礎	第1*級	5.交通、旅遊	24.0	23.0	ㄐㄧˋ ㄔㄥˊ ㄔㄜ	jìchéngchē	(Tw) taxi, cab	noun
29105	見	基礎	第1*級	核心詞	727.0	293.0	ㄐㄧㄢˋ	jiàn	to see, to meet, to appear (to be sth), to interview, opinion, view	verb
29106	件	基礎	第1*級	核心詞	563.0	461.0	ㄐㄧㄢˋ	jiàn	item, component, classifier for events, things, clothes etc	classifier
29107	教	基礎	第1*級	核心詞	193.0	340.0	ㄐㄧㄠ	jiāo	to teach	verb
29108	教室	基礎	第1*級	8.教育、學習	64.0	74.0	ㄐㄧㄠˋ ㄕˋ	jiàoshì	classroom, CL:間|间[jian1]	noun
29109	家人	基礎	第1*級	1.個人資料	133.0	197.0	ㄐㄧㄚ ㄖㄣˊ	jiārén	family member, (old) servant	noun
29110	介紹	基礎	第1*級	6.社交、人際	107.0	173.0	ㄐㄧㄝˋ ㄕㄠˋ	jièshào	to introduce (sb to sb), to give a presentation, to present (sb for a job etc), introduction	verb
29111	進	基礎	第1*級	核心詞	163.0	118.0	ㄐㄧㄣˋ	jìn	to go forward, to advance, to go in, to enter, to put in, to submit, to take in, to admit, (math.) base of a number system, classifier for sections in a building or residential compound	verb
29112	酒	基礎	第1*級	10.餐飲、烹飪	175.0	40.0	ㄐㄧㄡˇ	jiǔ	wine (esp. rice wine), liquor, spirits, alcoholic beverage, CL:杯[bei1], 瓶[ping2], 罐[guan4], 桶[tong3], 缸[gang1]	noun
29113	舊	基礎	第1*級	核心詞	118.0	59.0	ㄐㄧㄡˋ	jiù	old, opposite: new 新, former, worn (with age)	adjective
29114	覺得	基礎	第1*級	核心詞	738.0	2538.0	ㄐㄩㄝˊ ˙ㄉㄜ	juéde	to think that ..., to feel that ..., to feel (uncomfortable etc)	verb
29115	句子	基礎	第1*級	8.教育、學習	22.0	4.0	ㄐㄩˋ ˙ㄗ	jùzi	sentence, CL:個|个[ge4]	noun
29116	開	基礎	第1*級	核心詞	267.0	344.0	ㄎㄞ	kāi	to open (transitive or intransitive), (of ships, vehicles, troops etc) to start, to turn on, to put in operation, to operate, to run, to boil, to write out (a prescription, check, invoice etc), (directional complement) away, off, carat (gold), abbr. for Kelvin, 開爾文|开尔文[Kai1 er3 wen2], abbr. for 開本|开本[kai1 ben3], book format	verb
29117	開車	基礎	第1*級	5.交通、旅遊	54.0	27.0	ㄎㄞ ㄔㄜ	kāichē	to drive a car	verb
29118	看病	基礎	第1*級	7.身體、醫療	8.0	14.0	ㄎㄢˋ ㄅㄧㄥˋ	kànbìng	to visit a doctor, to see a patient	verb
29119	看到	基礎	第1*級	核心詞	659.0	1347.0	ㄎㄢˋ ㄉㄠˋ	kàndào	to see	verb
29120	看見	基礎	第1*級	核心詞	238.0	49.0	ㄎㄢˋ ㄐㄧㄢˋ	kànjiàn	to see, to catch sight of	verb
29121	考試	基礎	第1*級	8.教育、學習	56.0	62.0	ㄎㄠˇ ㄕˋ	kǎoshì	to take an exam, exam, CL:次[ci4]	verb
29122	可是	基礎	第1*級	核心詞	525.0	1353.0	ㄎㄜˇ ㄕˋ	kěshì	but, however, (used for emphasis) indeed	conjunction
29123	課	基礎	第1*級	8.教育、學習	61.0	93.0	ㄎㄜˋ	kè	subject, course, CL:門|门[men2], class, lesson, CL:堂[tang2], 節|节[jie2], to levy, tax, form of divination	noun
29124	空氣	基礎	第1*級	13.自然環境	77.0	241.0	ㄎㄨㄥ ㄑㄧˋ	kōngqì	air, atmosphere	noun
29125	快	基礎	第1*級	核心詞	479.0	531.0	ㄎㄨㄞˋ	kuài	rapid, quick, speed, rate, soon, almost, to make haste, clever, sharp (of knives or wits), forthright, plainspoken, gratified, pleased, pleasant	noun
29126	快樂	基礎	第1*級	核心詞	227.0	194.0	ㄎㄨㄞˋ ㄌㄜˋ	kuàilè	happy, joyful	adjective
29127	筷子/筷	基礎	第1*級	10.餐飲、烹飪	10.0	73.0	ㄎㄨㄞˋ ˙ㄗ / ㄎㄨㄞˋ	kuàizi/kuài	chopsticks, CL:對|对[dui4], 根[gen1], 把[ba3], 雙|双[shuang1]	noun
29128	累	基礎	第1*級	核心詞	53.0	121.0	ㄌㄟˋ	lèi	tired, weary, to strain, to wear out, to work hard	noun
29129	裡/裏	基礎	第1*級	核心詞	2558.0	1463.0	ㄌㄧˇ	lǐ	lining, interior, inside, internal, also written 裏|里[li3]	direction
29130	輛	基礎	第1*級	核心詞	83.0	27.0	ㄌㄧㄤˋ	liàng	classifier for vehicles	classifier
